Text,positive,negative,Lab,Label,Sentiment,Pred
Remíza...(čistý tip nič v zlom...🤔😉),0.3207,0.6793,2.0,Negative,0.464,Positive
Kam by ma odviezla ☺ uplne hocikam. Ale asi by ju prvy otestoval synator 😂,0.6428,0.3572,3.0,Positive,0.221,Negative
Včera požiadala o ochranu Frontex😂😂,0.493,0.507,2.0,Neutral,0.442,Negative
"Lego Friends pre moju dcérku Viktóriu , spravilo by jej veľkú radosť 😊",0.4113,0.5887,2.0,Negative,0.645,Positive
Star wars pre Martin Slabý 😀😂,0.3655,0.6345,2.0,Negative,0.7929999999999999,Positive
Spomínali aj cyklo obchody ?? 🚴🏼‍♂️🚴🏼‍♂️,0.4463,0.5537,2.0,Negative,1.438,Positive
"Takmer 300 strán plných inšpirácii... Čo by to mohlo byť?\nPredsa nový Katalóg IKEA 2019, ktorý si oddnes môžete prelistovať vo vašom počítači, tablete alebo v mobile: http://bit.ly/KatalógIKEA2019\nKtorá z noviniek sa vám páči najviac? 😉",0.9461,0.0539,3.0,Positive,0.464,Negative
Bojovnici veĺka radost slovan ideme dalej dotohoó😃😃😃😃,0.521,0.479,3.0,Neutral,1.6740000000000002,Positive
"S PIKNIKMI POKRAČUJEME V PETRŽALKE\n👉utorok, 4. 9. od 17.30 hod. - Susedský piknik v Petržalke\nvnútroblok medzi Jasovskou 45 a Žehrianskou 9\n👉streda, 5. 9. od 17.30 hod. - Susedský piknik v Petržalke\nHrobákova 9 pri detskom ihrisku\n\nTakto vyzerala špeciálna edícia nášho susedského pikniku na Veľkom Draždiaku. 😎",0.158,0.8420000000000001,2.0,Negative,1.2810000000000001,Positive
U nas deti majú najradšej jahodové 🍓,0.4769,0.5231,2.0,Neutral,0.691,Negative
Urobil si aj dobrú robotu ale maj sa a nevracaj sa 😅,0.526,0.474,3.0,Neutral,0.18,Positive
"Zima už se na nás chystá... ⛄ Nenechte se překvapit a pořiďte svým dětičkám veselé ""bambulaté"" čepice a pestré rukavičky 🧤, aby jim bylo krásně teploučko. 🤗\n\n➡️ HŘEJIVÁ ČEPICE, pro kluky, s flísovou podšívkou, bambulí a reliéfním nápisem, 52–56 – 59 Kč\n\n➡️ COOL RUKAVICE, pro kluky, s barevným potiskem, S–L – 29 Kč\n\nVýše uvedené produkty jsou z aktuální nabídky, která je dostupná do vyčerpání zásob.",0.6186,0.3814,3.0,Positive,0.529,Negative
"Naše malé dvojky papajú všetky, ale najviac im chuti jablková 😉",0.3202,0.6798,2.0,Negative,0.464,Positive
Tieto Mickey Mouse hodinky sa vzdy automaticky nastavia a budia ma kazdy den 🙂,0.5061,0.4939,3.0,Neutral,0.0,Negative
nam sa nasa odpoved paci ? 😂😂 to je take ficovske 😂😂,0.5525,0.4475,3.0,Positive,0.884,Negative
"Miroslav Sopko - OĽANO: ""Už teraz sa infiltrujú „naši-vaši“ ľudia do ďalších štruktúr v snahe zachrániť nimi budované siete moci v rôznych kútov Slovenska. Majú oprávnenú hrôzu z nástupu OĽANO, lebo u nás sa na stranícky kabát pozerať nebude a ak zlyháš, tak ideš z hrušky dole.""👊👊\n\n🔴Sledujte dnes naživo tlačovku, na ktorej predstavíme náš volebný program. Začíname o 5 minút 12🕛",0.1555,0.8445,2.0,Negative,1.88,Positive
Ta kde Janka....budeme radi ak vyhráme 2-1😉,0.4943,0.5057,3.0,Neutral,0.464,Positive
Kečup  z jednoty je aj tak naj.sorry lidl😉😉,0.6897,0.3103,3.0,Positive,0.928,Neutral
"Obhádzať ich,zatiaľ len vajcami,hniloby!😠😠",0.6242,0.3758,3.0,Positive,-0.604,Negative
Do práce už má nohy pobolieva ju😊,0.5098,0.4902,3.0,Neutral,0.645,Positive
"Kde este neviem, ale s hubertom v ruke bude urcite 😁😁😁",0.5391,0.4609,3.0,Neutral,1.35,Positive
najbližšie ideme na oslavuuu😘😘😘,0.4834,0.5166,2.0,Neutral,2.106,Positive
Tak sa po ceste na ihrisko zastavím pre Inku a pôjdeme spolu 😘,0.4803,0.5197,2.0,Neutral,0.702,Positive
1.túra malého Martinka s 3 babami 😋,0.4796,0.5204,2.0,Neutral,0.634,Positive
"Kúpila som kačku a lokše, upiekla kačku a pečienku. Vynikajūce 🙂",0.4905,0.5095,2.0,Neutral,0.0,Positive
"Za zvieratkami, zoo a pod. 😉",0.5284,0.4716,3.0,Neutral,0.464,Negative
Barbora Gašparovičová\n☘️🍀☘️🍀☘️🍀☘️🍀,0.3827,0.6173,2.0,Negative,1.152,Positive
pre mojho sinovca pride z belgicka.a po operacii ho to určiťe poteši 😚,0.5368,0.4632,3.0,Neutral,0.715,Negative
Kamkoľvek kde nás napadne 🙂,0.4085,0.5915,2.0,Negative,0.0,Positive
"Hlohovec, 12.11./0:32 dážď. ☔💧☔",0.5684,0.4316,3.0,Positive,0.42299999999999993,Negative
Pepsiiiii....  ask for more!  idem si po teba 😁,0.4666,0.5334,2.0,Neutral,0.45,Negative
A teda dala mu či nie ??? 🤣🤣🤣,0.4682,0.5318,2.0,Neutral,0.0,Negative
"Pilos, dulano, pikok, saguaro, esmara 🍀🙋‍♀️🍀",0.4361,0.5639,2.0,Negative,1.068,Neutral
Tito chlapci nam dnes boli vinsovat 😀,0.4818,0.5182,2.0,Neutral,0.572,Positive
"V strednej miske je oliva,od pondelka 31.7 začína Pyrenejský týždeň 😉",0.4521,0.5479,2.0,Neutral,0.464,Negative
Balíček B pre môjho synčeka Filipka...🍀🍀🍀,0.3595,0.6405,2.0,Negative,0.8639999999999999,Positive
uz si to aj dostala tak si to pekne uzi 😄😄,0.5015,0.4985,3.0,Neutral,0.844,Positive
Trubicky orieskovee 🙈🙈aaaa nugetu,0.2727,0.7273,2.0,Negative,0.866,Neutral
Stale niekde chodime...s detmi  😉😉😉,0.7172,0.2828,3.0,Positive,1.3920000000000001,Neutral
"...daj typ , každa krava sa ráta ! 😉",0.5286,0.4714,3.0,Neutral,0.464,Negative
Lego friends pre moju dcérku Ninku 💖,0.4089,0.5911,2.0,Negative,0.713,Positive
"Prvoradé šampón 😃 potom vlásy vysusim fénom,dam tužidlo,a lak 😎😄😉",0.3317,0.6683,2.0,Negative,1.937,Positive
Len sa nečuduj a bud rád že prišiel 😁,0.469,0.531,2.0,Neutral,0.45,Negative
Zuzana Csutorova Hargasova... Čožeeeee 😮,0.3827,0.6173,2.0,Negative,0.278,Neutral
"Manzela nemam,a tazko by som vyberala z moji 3 synov ...💋💋",0.4193,0.5807,2.0,Negative,1.386,Positive
"No, skoro jsem se trefila. 😃",0.5443,0.4557,3.0,Neutral,0.558,Positive
Novej M5??? Keby M3 tak by som aj uveril 😁👌,0.4619,0.5381,2.0,Neutral,1.014,Negative
"Len ho nech, ať se bojí, 50dní 😁",0.5086,0.4914,3.0,Neutral,0.45,Negative
Policajné lego city pre synčeka Timotejka ❣️,0.4014,0.5986,2.0,Negative,1.0,Positive
Ze pri tom maxime sa ešte stihnete fotiť.. To treba veľa úsilia.. 😀,0.59,0.41,3.0,Positive,0.572,Negative
TAKTO SLOVAN BUDE HRAT PLAY OFF 100% POME SLOVAN💙💙💙,0.4626,0.5374,2.0,Neutral,2.1959999999999997,Negative
Lego city policajná stanica pre môje slniečko ❤️👏🎄,0.4232,0.5768,2.0,Negative,1.0590000000000002,Positive
Peter Sukenik najlepšie ministerstvo vnútra 😂,0.5479999999999999,0.452,3.0,Neutral,0.221,Negative
nugatova zora cokolada 🙂alebo klasicku polarku 🙂,0.3255,0.6745,2.0,Negative,0.0,Neutral
... Asi na tom ustavnopravnom výborne... Kade vietor tade plášť. 😪😪😪,0.6177,0.3823,3.0,Positive,-0.243,Negative
"..a rovno k ,, Dobrej voľbe,,😏",0.4719,0.5281,2.0,Neutral,0.332,Positive
Nabuduce to tu daj o 3 rano aby bolo co najmenej kritiky 😉,0.5865,0.4135,3.0,Positive,0.464,Negative
Lego city Pobrežna hliadka pre syncekov 😃,0.534,0.466,3.0,Neutral,0.558,Positive
Koko tycinka a vela x spominane Vlnky🤗,0.3249,0.6751,2.0,Negative,0.0,Positive
"Tom Pot treba počúvať, že prečo sú tie testy zle a potom komentovať, 😊",0.6546,0.3454,3.0,Positive,0.645,Negative
Pani Helena je zrejme trosku nevydarena trollka 😉,0.327,0.6729999999999999,2.0,Negative,0.464,Neutral
bomba ohlasena za 3... 2... 😁,0.547,0.45299999999999996,3.0,Neutral,0.45,Negative
Vyberie si druhé hodinky 😉,0.3968,0.6032,2.0,Negative,0.464,Positive
"Cien, Lupilu, Crivit, Pilos, W5, Milbona, Silver Crest, Saguaro 🎁",0.4851,0.5149,2.0,Neutral,0.767,Positive
Mám svůj Samsung Galaxy S8💪💪💪👍👍👍👍👍👍👍,0.5469,0.4531,3.0,Neutral,3.234000000000001,Positive
Stačí kúpiť zopár rómskych hlasov a má to v suchu 😊,0.7195,0.2805,3.0,Positive,0.645,Negative
"Konecne sa tieto 2 televizne stanice, znizujuce IQ, dostanu k menej ludom👍",0.6017,0.3983,3.0,Positive,0.522,Negative
Dve malé zlaté mršky Crash&Eddie :) 🆒,0.5927,0.4073,3.0,Positive,0.421,Negative
Natalia Okoruka ja uz nazor mam ale dik💋,0.318,0.682,2.0,Negative,0.693,Positive
Nevyzaruju UV ani infracervene ziarenie 🍀🍀🌸\nNizsia spotreba,0.4918,0.5082,2.0,Neutral,1.228,Negative
Miriam Sa Má celé koleso hermelínu 👍😶,0.6006,0.3994,3.0,Positive,0.377,Negative
So synčekom chodíme radi hlavne na výlety do prírody 🙂,0.5194,0.4806,3.0,Neutral,0.0,Positive
najlepsi produkt plienly Lupilu a sutazime o vel.4 🍀🍀🍀,0.6182,0.3818,3.0,Positive,0.8639999999999999,Negative
"Maldivy, Dominikánska republika,Karibik💗💗💗",0.4877,0.5123,2.0,Neutral,1.977,Positive
Určite slaninku a chlebík 😉,0.5122,0.4878,3.0,Neutral,0.464,Positive
Ikea is... Magic 🌟 \nhttp://bit.ly/MagicIkea,0.7446,0.2554,3.0,Positive,0.332,Neutral
Andrej Orémuš ty si kus kokota 😊,0.8347,0.1653,3.0,Positive,0.645,Neutral
"S priateľmi doma , teda pokiaľ nás vietor niekam inam nezaveje :D 🎉",0.5184,0.4816,3.0,Neutral,0.74,Negative
U nas momentalne prsi a fuka ako blaznive🌧🌬☔,0.4886,0.5114,2.0,Neutral,0.297,Negative
"Veľkosť č. 6, obľúbené plienky a obrúsky. 😉",0.6229,0.3771,3.0,Positive,0.464,Negative
Určite pôjdeme na výlet k babke🙂,0.3035,0.6965,2.0,Negative,0.0,Positive
"Pre moju druhačku Vanesku 👧💗🎒🖋📚 lego friends ""reštauraciu"" - kaviareň ☕🍀💜",0.4225,0.5775,2.0,Negative,2.944,Positive
Nedame prveho pifko? 🙂 Mozno odputame pozornost 😀,0.5217,0.4783,3.0,Neutral,0.572,Positive
"Silvester strávime doma, pri telke... so syncekom😉",0.5,0.5,1.0,Neutral,0.464,Positive
Alena Petrakova 👍🏼teplé rožky ako pre Sulíka 😂😂😂,0.5964,0.4036,3.0,Positive,1.185,Negative
��😂😂😂😂Polovica smerakov tam prebehne 👌👌👌👌,0.5741,0.4259,3.0,Positive,2.355,Negative
Mar Tin Ečko davno uz nezijeme v demokracii ak si si nevsimol 🤷‍♂️,0.496,0.504,2.0,Neutral,0.0,Negative
"Venco a Marek, skore uzdravenie zelam chlapci nasi 💙💙💙💙💙💙💙",0.4496,0.5504,2.0,Negative,2.1959999999999997,Positive
"Viktor Ganobčík ja nie som zhuleny, starký 🙂",0.5,0.5,1.0,Neutral,0.0,Negative
Vieme za vsetko moze Radicova 😉 ja ze dava demisiu ...,0.494,0.506,2.0,Neutral,0.464,Negative
chvalabohu ze tam je Hrnka 🙏🏻,0.4887,0.5113,3.0,Neutral,0.418,Negative
Kto vám vymýšľa tieto otázky? Kreatívny človek 😀,0.38799999999999996,0.612,2.0,Negative,0.572,Positive
"Tam ale nebolo nič vidieť, boli pod perinou 😀",0.5327,0.4673,3.0,Neutral,0.572,Positive
22:51 už aj nasnežilo a ťavy vyšli vyskúšať silu zimného času v Poprade 🌨❄😁,0.669,0.331,3.0,Positive,0.45,Negative
Martin Rendoš Asi tak 😁👍 kvantita prevláda kvalite....,0.6207,0.3793,3.0,Positive,0.972,Negative
"Naša misia začína v Martine. Nasadáme na pinčle a vyrážame smer Salerno. Dlhá a únavná cesta stála za to. V Salerne sa nalodíme na loď 🚢 a plavíme sa smer Izrael. Izrael je nádherné miesto, nový kontinent, nová kultúra, nové dobrodružstvá. Už teraz sa teším na Afriku. Vaša sestrička. 6. júna 2017 PS. Veľké vlny si vyžiadali daň v podobe morskej choroby, no oftalmoskop je našťastie v poriadku.",0.9039,0.0961,3.0,Positive,0.3,Negative
Svedkovia Sulíkovi bijú do SME ako hysterické Kotlebove manekýnky😀,0.5395,0.4605,3.0,Neutral,0.572,Negative
Ula Jedrzejek se divím že jsi tu nevlepila bonbona 🤣,0.5278,0.4722,3.0,Neutral,0.0,Negative
"To nie je úbohosť,ale totálna primitívnosť.😇",0.4679,0.5321,2.0,Neutral,0.6,Negative
"Libor Děda Vašíček, Samsung mě zklamal, nevím jestli chci jejich zařízení 😣",0.3889,0.6111,2.0,Negative,-0.214,Positive
Lego friends kaviaren so sendvicmi pre Michaelku. Dakujeme 😉,0.6179,0.3821,3.0,Positive,0.464,Negative
Alexandra Horváthová Sandraaaa 🙄🙄🙄,0.3827,0.6173,2.0,Negative,0.0,Neutral
"Ak sa nic nenaskytne, tak papučová kultúra 😉",0.4527,0.5473,2.0,Neutral,0.464,Negative
Dnes to neni ani na našu extraligu 🤔,0.5157,0.4843,3.0,Neutral,0.0,Negative
Moju dcérku ktorá má dnes 5 mesiacov 💕 a moju maminu 💕,0.4612,0.5388,2.0,Neutral,1.266,Positive
Imre Trencsik nazývaš ho kým ? 🤔,0.4627,0.5373,2.0,Neutral,0.0,Negative
Ak vedia hovoriť tak prídem kúpiť aspoň 2kg😃😃😃,0.5278,0.4722,3.0,Neutral,1.6740000000000002,Positive
Samsung chce vydělávat jako Apple víš 😉,0.6694,0.3306,3.0,Positive,0.464,Neutral
Alexandra Brnova  ale už dosť Saša 😘,0.4001,0.5999,2.0,Negative,0.702,Positive
Nech si urobí sám test na drogy a uvidíme 😅🤦🏻‍♂️,0.531,0.469,3.0,Neutral,0.18,Negative
Mamičke Zuzana Hovančáková ♥️♥️🌻,0.517,0.483,3.0,Neutral,0.587,Positive
Rosťa Rozhold proč  protože  🤣,0.5,0.5,1.0,Neutral,0.0,Negative
"ak by sme to brali na nominalnu hodnotu tak cca 1280,40 +nejake drobne 😉",0.5648,0.4352,3.0,Positive,0.464,Negative
novy bazen pri dome a v auguste cakame narodenie druheho vnucatka takze doma 😍,0.3182,0.6818,2.0,Negative,0.678,Positive
Miriam Špániková ヅ budeme mať nové produkty 😉💕,0.5461,0.4539,3.0,Neutral,1.097,Positive
"Maria Klementova v akcii len za necelych 36,000€. Ako zadarmo 😏👌🏻",0.4918,0.5082,2.0,Neutral,0.8959999999999999,Negative
Dievčenský set pre našu malú polročnú Katušku 😀,0.5415,0.4585,3.0,Neutral,0.572,Positive
Bez mojich najbližších 🎁🎈❤️,0.4641,0.5359,2.0,Neutral,1.4929999999999999,Positive
Úprimnú sústrasť pozostalým 😢,0.46,0.54,2.0,Neutral,0.007,Negative
Silvester si užijeme doma celá rodinka pri krbe🍾🍾🍾🍾🍾,0.4568,0.5432,2.0,Neutral,0.0,Negative
Kvp Košice tiež stále rozbite vajíčka v balení 😃,0.4183,0.5817,2.0,Negative,0.558,Positive
Marta a ty si kedy ušla z blázninca?🤔😂,0.5167,0.4833,3.0,Neutral,0.221,Negative
V sobotu volím Oľano 11🇸🇰💚,0.524,0.47600000000000003,3.0,Neutral,1.186,Positive
"nie som úplne doma v nacistickej symbolike 🙂 , ale je tam aj 4  aj 8",0.5489,0.4511,3.0,Neutral,0.0,Negative
Andrea Këri Kovács ďakujem 😉,0.6179,0.3821,3.0,Positive,0.464,Neutral
"Ňuňu, čo sa staráš do druhých 😊",0.5394,0.4606,3.0,Neutral,0.645,Positive
Tak chlapci aspoň nič nerozmlatia no super 🤔,0.5867,0.4133,3.0,Positive,0.0,Negative
Eva Hrablíková asi že sa nemôže zúčastniť ✌️✌️✌️🇸🇰🇸🇰🇸🇰,0.5279,0.4721,3.0,Neutral,1.581,Negative
Máme radšej tradičnú kuchyňu..😉,0.3401,0.6599,2.0,Negative,0.464,Neutral
"Kebyze oknom, je to iba opakovana historia konselov prazskych. 😊.",0.6923,0.3077,3.0,Positive,0.645,Negative
Mojmu synovi a prvá cesta by bola ku starkej 😃,0.3654,0.6346,2.0,Negative,0.558,Positive
��🍓\n🍓J\n🍓A\n🍓H\n🍓O\n🍓D\n🍓A\n🍓🍓,0.5,0.5,1.0,Neutral,6.218999999999999,Positive
Prvá Ikea na Slovensku  bola otvorená v roku 1992 😋😋😋,0.2176,0.7824,2.0,Negative,1.9020000000000001,Positive
"Je to jeden vzdelany clovek, za kt sa netaha cierna minulost. Kvitujem 👍🏻",0.5156,0.4844,3.0,Neutral,0.522,Positive
Sutazim pre môjho 😇 anjelika Jakubka 👶,0.4471,0.5529,2.0,Negative,1.048,Neutral
"👏👏  až na to, že násobenie má prednosť, takže 101",0.5762,0.4238,3.0,Positive,1.042,Negative
Ružová pre moju kamarátku 😀,0.5152,0.4848,3.0,Neutral,0.572,Positive
Moje vnucatka spapaju vsetko 😘,0.5402,0.4598,3.0,Neutral,0.702,Positive
"#inspiracepepco na domov plný světla? 💫 Vložte světelný LED řetěz s perličkami do jednoduché skleněné vázy a vytvořte si lampičku plnou křehké krásy. ✨\n\n➡ SVĚTELNÝ LED ŘETĚZ S PERLIČKAMI, 15 světýlek, délka 200 cm – 89 Kč (baterie se prodávají samostatně)\n\n➡ SKLENĚNÁ VÁZA, na výběr: výška 19 cm – 59 Kč; výška 25 cm – 89 Kč",0.557,0.44299999999999995,3.0,Positive,0.865,Negative
ano slobodne...len nedajbože aby vyhrali tí nepraví😀,0.5969,0.4031,3.0,Positive,0.572,Negative
"Pre syna, kt.takto lubi sestričku 😍",0.5242,0.4758,3.0,Neutral,0.678,Positive
Jak dopadl závod #Formule1 a #F1H2O? 😮,0.4599,0.5401,2.0,Neutral,0.278,Negative
"sampon,kondicioner, fen a biosilk 🍀",0.3797,0.6203,2.0,Negative,0.288,Neutral
"suhlasim, v DK je tam v lete na skapanie 😧",0.7321,0.2679,3.0,Positive,-0.065,Negative
"Potom ste starý ako Matuzalem😁,lebo sa ide tuším 104 ročník",0.4855,0.5145,2.0,Neutral,0.45,Negative
Už to naberá ten správny smer.. 😉,0.5774,0.4226,3.0,Positive,0.464,Negative
Jednoznačne tradičná kuchyňa 🍀🍀🍀,0.4145,0.5855,2.0,Negative,0.8639999999999999,Neutral
Keď ma moja dcérka objíme 💗,0.4089,0.5911,2.0,Negative,0.659,Positive
"z toho vyplyva, ze mame kvalitnu ligu 😁",0.5663,0.4337,3.0,Positive,0.45,Negative
Chcem vyhratt...!!!!!🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗,0.5061,0.4939,3.0,Neutral,0.0,Negative
Tradicna rodina. Sedte doma pri telke. 😂,0.48700000000000004,0.513,2.0,Neutral,0.221,Negative
Hlavne nech neni rec o otvarani listov 💛,0.4832,0.5168,2.0,Neutral,0.713,Negative
"Magio Go Premium, dnes Dajto a priamy prenos Trnava: Ružomberok...telefón reštartovaný a nepomohlo to🙈",0.4501,0.5499,2.0,Neutral,0.433,Negative
Extrémisti alebo inak nackovia sú somariny? 🤔🤔,0.4847,0.5153,2.0,Neutral,0.0,Negative
Stanislava Suroviakova 😃😂😘,0.5143,0.4857,3.0,Neutral,1.4809999999999999,Positive
92540000 cca po dlzke a 462700000 po sirke asi 😀,0.5283,0.4717,3.0,Neutral,0.572,Negative
"Len, aby sa nevrátila doba.🤔🤔🤔",0.5101,0.4899,3.0,Neutral,0.0,Negative
�� pre krsniatko Jakubka 😘 jednoznačne Star Wars 😎,0.531,0.469,3.0,Neutral,1.1949999999999998,Positive
"Rodinka, nech vas zehna Boh🤗",0.5329,0.4671,3.0,Neutral,0.0,Positive
Mňa najviac teší moja dcérka každý deň v roku 😘,0.5397,0.4603,3.0,Neutral,0.702,Positive
"Prišiel čas letných dovoleniek. ☀️🚐 Spíjemnite si ich využitím ponuky našich rozmanitých partnerských poukážok. Vymeňte vaše SMILE & DRIVE body za zľavu na obľúbené knihy, navigáciu do mobilu, hrané audio rozprávky a pesničky pre vaše deti, či celodenný vstup do aquaparku. Užite si leto s OMV. 😎 \nViac na ➡️ https://bit.ly/omv-vouchers",0.3021,0.6979,2.0,Negative,1.326,Positive
"Bryndzu, ostiepky, folklorne dekoracia 🤗",0.4073,0.5927,2.0,Negative,0.0,Positive
U nas ficia hlavne tie v ktorych je slivka 👌,0.5274,0.4726,3.0,Neutral,0.564,Negative
Peter Halas 😂😂😂 snad tomu pekne zrezirovanemu videu ty neveris...,0.46799999999999997,0.532,2.0,Neutral,0.663,Negative
"Radi seba a svoje auto rozmaznávate? 🚗❤️ U nás sa môžete spoľahnúť, že sebe aj svojmu vozidlu doprajete prvotriednu kvalitu.",0.5013,0.4987,3.0,Neutral,0.242,Negative
"Jasne, ze"" Chcem vyhrať""🍀 aj ked viem, že šťastie sa na mňa nikdy neusmeje.....",0.5066,0.4934,3.0,Neutral,0.288,Negative
"Maroš Šefčovič, podpredseda Komisia a slovenský eurokomisár, prichádza s plánom, ako uhoľným regiónom v EÚ pomôcť v ekonomickej transformácii a pripraviť ich na novú hospodársku budúcnosť. 🤔\nMedzi tromi pilotnými krajinami novej platformy pre uhlie je okrem Poľska a Grécka aj Slovenská republika 👉 konkrétne región hornej Nitry.\n\nŠefčovič túto iniciatívu predstaví dnes v Paríži v rámci summitu ""Jedna planéta"", ktorý zvolal francúzsky prezident Emmanuel Macron pri príležitosti 2. výročia parížskej dohody o klimatických zmenách.\n\nAk vás táto téma zaujíma, prečítajte si článok o novej platforme pre uhlie  na Teraz.sk ➡️ http://www.teraz.sk/ekonomika/sefcovic-slovensko-patri-k-pilotnym-kraj/297341-clanok.html\n\n#EnergyUnion #OnePlanet",0.6536,0.3464,3.0,Positive,0.394,Negative
